,Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,Total_income,log10_income
493,LP002582,0,0,0.0,1,2,17263,0.0,225.0,360.0,1.0,1,1,17263.0,4.237116270535057
494,LP002585,1,2,0.0,0,0,3597,2157.0,119.0,360.0,0.0,0,0,5754.0,3.759969857554307
495,LP002586,0,2,1.0,0,0,3326,913.0,105.0,84.0,1.0,1,1,4239.0,3.627263416568221
496,LP002587,1,2,0.0,1,0,2600,1700.0,107.0,360.0,1.0,0,1,4300.0,3.6334684555795866
497,LP002588,1,2,0.0,0,0,4625,2857.0,111.0,12.0,1.0,2,1,7482.0,3.874017703862186
498,LP002600,1,2,1.0,0,2,2895,0.0,95.0,360.0,1.0,1,1,2895.0,3.4616485680634552
499,LP002602,1,0,0.0,0,0,6283,4416.0,209.0,360.0,0.0,0,0,10699.0,4.029343187519107
500,LP002603,0,0,0.0,0,0,645,3683.0,113.0,480.0,1.0,0,1,4328.0,3.636287252098513
501,LP002606,0,0,0.0,0,0,3159,0.0,100.0,360.0,1.0,1,1,3159.0,3.499549625905149
502,LP002615,1,2,2.0,0,0,4865,5624.0,208.0,360.0,1.0,1,1,10489.0,4.020734085411515
503,LP002618,1,2,1.0,1,0,4050,5302.0,138.0,360.0,1.0,0,0,9352.0,3.9709044981537835
504,LP002619,1,2,0.0,1,0,3814,1483.0,124.0,300.0,1.0,1,1,5297.0,3.7240299729355977
505,LP002622,1,2,2.0,0,0,3510,4416.0,243.0,360.0,1.0,0,1,7926.0,3.8990540679981707
506,LP002624,1,2,0.0,0,0,20833,6667.0,480.0,360.0,1.0,2,1,27500.0,4.439332693830263
507,LP002625,2,0,0.0,0,0,3583,0.0,96.0,360.0,1.0,2,0,3583.0,3.5542468081661105
508,LP002626,1,2,0.0,0,2,2479,3013.0,188.0,360.0,1.0,2,1,5492.0,3.7397305285647175
509,LP002634,0,0,1.0,0,0,13262,0.0,40.0,360.0,1.0,2,1,13262.0,4.12260902357599
510,LP002637,1,0,0.0,1,0,3598,1287.0,100.0,360.0,1.0,0,0,4885.0,3.688864568054792
511,LP002640,1,2,1.0,0,0,6065,2004.0,250.0,360.0,1.0,1,1,8069.0,3.9068197154665456
512,LP002643,1,2,2.0,0,0,3283,2035.0,148.0,360.0,1.0,2,1,5318.0,3.7257483329955483
513,LP002648,1,2,0.0,0,0,2130,6666.0,70.0,180.0,1.0,1,0,8796.0,3.944285220688753
514,LP002652,1,0,0.0,0,0,5815,3666.0,311.0,360.0,1.0,0,0,9481.0,3.976854146576219
515,LP002659,1,2,3.0,0,0,3466,3428.0,150.0,360.0,1.0,0,1,6894.0,3.838471279071929
516,LP002670,0,2,2.0,0,0,2031,1632.0,113.0,480.0,1.0,1,1,3663.0,3.563836918664545
517,LP002682,1,2,0.0,1,0,3074,1800.0,123.0,360.0,0.0,1,0,4874.0,3.6878855248487055
518,LP002683,1,0,0.0,0,0,4683,1915.0,185.0,360.0,1.0,1,0,6598.0,3.8194123112093252
519,LP002684,0,0,0.0,1,0,3400,0.0,95.0,360.0,1.0,0,0,3400.0,3.531478917042255
520,LP002689,1,2,2.0,1,0,2192,1742.0,45.0,360.0,1.0,1,1,3934.0,3.594834355583318
521,LP002690,1,0,0.0,0,0,2500,0.0,55.0,360.0,1.0,1,1,2500.0,3.3979400086720375
522,LP002692,1,2,3.0,0,2,5677,1424.0,100.0,360.0,1.0,0,1,7101.0,3.8513195126487454
523,LP002693,1,2,2.0,0,2,7948,7166.0,480.0,360.0,1.0,0,1,15114.0,4.179379417881757
524,LP002697,1,0,0.0,0,0,4680,2087.0,128.0,360.0,1.0,1,0,6767.0,3.830396176483469
525,LP002699,1,2,2.0,0,2,17500,0.0,400.0,360.0,1.0,0,1,17500.0,4.243038048686294
526,LP002705,1,2,0.0,0,0,3775,0.0,110.0,360.0,1.0,1,1,3775.0,3.576916955965207
527,LP002706,1,2,1.0,1,0,5285,1430.0,161.0,360.0,0.0,1,1,6715.0,3.8270460170047342
528,LP002714,1,0,1.0,1,0,2679,1302.0,94.0,360.0,1.0,1,1,3981.0,3.599992177584098
529,LP002716,1,0,0.0,1,0,6783,0.0,130.0,360.0,1.0,1,1,6783.0,3.831421817065022
530,LP002717,1,2,0.0,0,0,1025,5500.0,216.0,360.0,1.0,0,1,6525.0,3.814580516010319
531,LP002720,1,2,3.0,0,0,4281,0.0,100.0,360.0,1.0,2,1,4281.0,3.631545227834309
532,LP002723,1,0,2.0,0,0,3588,0.0,110.0,360.0,0.0,0,0,3588.0,3.5548524343720547
533,LP002729,1,0,1.0,0,0,11250,0.0,196.0,360.0,1.0,1,0,11250.0,4.051152522447381
534,LP002731,0,0,0.0,1,2,18165,0.0,125.0,360.0,1.0,2,1,18165.0,4.259235402198733
535,LP002732,1,0,0.0,1,1,2550,2042.0,126.0,360.0,1.0,0,1,4592.0,3.662001879389917
536,LP002734,1,2,0.0,0,0,6133,3906.0,324.0,360.0,1.0,2,1,10039.0,4.001690454232153
537,LP002738,1,0,2.0,0,0,3617,0.0,107.0,360.0,1.0,1,1,3617.0,3.5583485087616196
538,LP002739,1,2,0.0,1,0,2917,536.0,66.0,360.0,1.0,0,0,3453.0,3.5381965783494542
539,LP002740,1,2,3.0,0,0,6417,0.0,157.0,180.0,1.0,0,1,6417.0,3.8073320392911905
540,LP002741,0,2,1.0,0,0,4608,2845.0,140.0,180.0,1.0,1,1,7453.0,3.8723311212302507
541,LP002743,0,0,0.0,0,0,2138,0.0,99.0,360.0,0.0,1,0,2138.0,3.330007700872759
542,LP002753,0,0,1.0,0,1,3652,0.0,95.0,360.0,1.0,1,1,3652.0,3.562530768862261
543,LP002755,1,2,1.0,1,0,2239,2524.0,128.0,360.0,1.0,2,1,4763.0,3.6778805815115905
544,LP002757,0,2,0.0,1,0,3017,663.0,102.0,360.0,1.0,1,1,3680.0,3.5658478186735176
545,LP002767,1,2,0.0,0,0,2768,1950.0,155.0,360.0,1.0,0,1,4718.0,3.6737579365495767
546,LP002768,1,0,0.0,1,0,3358,0.0,80.0,36.0,1.0,1,0,3358.0,3.5260806918020298
547,LP002772,1,0,0.0,0,0,2526,1783.0,145.0,360.0,1.0,0,1,4309.0,3.6343764940883676
548,LP002776,0,0,0.0,0,0,5000,0.0,103.0,360.0,0.0,1,0,5000.0,3.6989700043360187
549,LP002777,1,2,0.0,0,0,2785,2016.0,110.0,360.0,1.0,0,1,4801.0,3.681331705969166
550,LP002778,1,2,2.0,0,2,6633,0.0,128.0,360.0,0.0,0,0,6633.0,3.8217099972983766
551,LP002784,1,2,1.0,1,0,2492,2375.0,128.0,360.0,1.0,0,1,4867.0,3.687261346243506
552,LP002785,1,2,1.0,0,0,3333,3250.0,158.0,360.0,1.0,2,1,6583.0,3.8184238550920786
553,LP002788,1,2,0.0,1,0,2454,2333.0,181.0,360.0,0.0,2,0,4787.0,3.6800634274819486
554,LP002789,1,2,0.0,0,0,3593,4266.0,132.0,180.0,0.0,0,0,7859.0,3.895367288773362
555,LP002792,1,2,1.0,0,0,5468,1032.0,26.0,360.0,1.0,1,1,6500.0,3.8129133566428557
556,LP002794,0,0,0.0,0,0,2667,1625.0,84.0,360.0,1.0,2,1,4292.0,3.6326597132939136
557,LP002795,1,2,3.0,0,2,10139,0.0,260.0,360.0,1.0,1,1,10139.0,4.005995123054691
558,LP002798,1,2,0.0,0,0,3887,2669.0,162.0,360.0,1.0,1,1,6556.0,3.8166389448984614
559,LP002804,0,2,0.0,0,0,4180,2306.0,182.0,360.0,1.0,1,1,6486.0,3.811976944336954
560,LP002807,1,2,2.0,1,0,3675,242.0,108.0,360.0,1.0,1,1,3917.0,3.592953571547866
561,LP002813,0,2,1.0,0,2,19484,0.0,600.0,360.0,1.0,1,1,19484.0,4.289678120899732
562,LP002820,1,2,0.0,0,0,5923,2054.0,211.0,360.0,1.0,0,1,7977.0,3.9018395920512297
563,LP002821,1,0,0.0,1,2,5800,0.0,132.0,360.0,1.0,1,1,5800.0,3.7634279935629373
564,LP002832,1,2,2.0,0,0,8799,0.0,258.0,360.0,0.0,2,0,8799.0,3.9444333177002147
565,LP002833,1,2,0.0,1,0,4467,0.0,120.0,360.0,1.0,0,1,4467.0,3.6500159524718385
566,LP002836,1,0,0.0,0,0,3333,0.0,70.0,360.0,1.0,2,1,3333.0,3.52283531366053
567,LP002837,1,2,3.0,0,0,3400,2500.0,123.0,360.0,0.0,0,0,5900.0,3.7708520116421442
568,LP002840,0,0,0.0,0,0,2378,0.0,9.0,360.0,1.0,2,0,2378.0,3.376211850282673
569,LP002841,1,2,0.0,0,0,3166,2064.0,104.0,360.0,0.0,2,0,5230.0,3.718501688867274
570,LP002842,1,2,1.0,0,0,3417,1750.0,186.0,360.0,1.0,2,1,5167.0,3.7132384615456617
571,LP002847,1,2,0.0,0,0,5116,1451.0,165.0,360.0,0.0,2,0,6567.0,3.8173670162875943
572,LP002855,1,2,2.0,0,0,16666,0.0,275.0,360.0,1.0,2,1,16666.0,4.221831377489635
573,LP002862,1,2,2.0,1,0,6125,1625.0,187.0,480.0,1.0,1,0,7750.0,3.88930170250631
574,LP002863,1,2,3.0,0,0,6406,0.0,150.0,360.0,1.0,1,0,6406.0,3.806586934327803
575,LP002868,1,2,2.0,0,0,3159,461.0,108.0,84.0,1.0,2,1,3620.0,3.558708570533166
576,LP002872,2,2,0.0,0,0,3087,2210.0,136.0,360.0,0.0,1,0,5297.0,3.7240299729355977
577,LP002874,1,0,0.0,0,0,3229,2739.0,110.0,360.0,1.0,2,1,5968.0,3.7758288144646124
578,LP002877,1,2,1.0,0,0,1782,2232.0,107.0,360.0,1.0,0,1,4014.0,3.6035773681514667
579,LP002888,1,0,0.0,0,1,3182,2917.0,161.0,360.0,1.0,2,1,6099.0,3.785258633357701
580,LP002892,1,2,2.0,0,0,6540,0.0,205.0,360.0,1.0,1,1,6540.0,3.815577748324267
581,LP002893,1,0,0.0,0,0,1836,33837.0,90.0,360.0,1.0,2,0,35673.0,4.552339633831198
582,LP002894,0,2,0.0,0,0,3166,0.0,36.0,360.0,1.0,1,1,3166.0,3.5005109105263372
583,LP002898,1,2,1.0,0,0,1880,0.0,61.0,360.0,1.0,0,0,1880.0,3.27415784926368
584,LP002911,1,2,1.0,0,0,2787,1917.0,146.0,360.0,0.0,0,0,4704.0,3.6724673130680823
585,LP002912,1,2,1.0,0,0,4283,3000.0,172.0,84.0,1.0,0,0,7283.0,3.8623103099542706
586,LP002916,1,2,0.0,0,0,2297,1522.0,104.0,360.0,1.0,2,1,3819.0,3.581949658373318
587,LP002917,0,0,0.0,1,0,2165,0.0,70.0,360.0,1.0,1,1,2165.0,3.3354579006893843
588,LP002925,2,0,0.0,0,0,4750,0.0,94.0,360.0,1.0,1,1,4750.0,3.6766936096248664
589,LP002926,1,2,2.0,0,2,2726,0.0,106.0,360.0,0.0,1,0,2726.0,3.435525851498655
590,LP002928,1,2,0.0,0,0,3000,3416.0,56.0,180.0,1.0,1,1,6416.0,3.807264355276107
591,LP002931,1,2,2.0,0,2,6000,0.0,205.0,240.0,1.0,1,0,6000.0,3.7781512503836434
592,LP002933,2,0,3.0,0,2,9357,0.0,292.0,360.0,1.0,1,1,9357.0,3.9711366294768062
593,LP002936,1,2,0.0,0,0,3859,3300.0,142.0,180.0,1.0,0,1,7159.0,3.854852362417834
594,LP002938,1,2,0.0,0,2,16120,0.0,260.0,360.0,1.0,2,1,16120.0,4.207365037469072
595,LP002940,1,0,0.0,1,0,3833,0.0,110.0,360.0,1.0,0,1,3833.0,3.5835388192543522
596,LP002941,1,2,2.0,1,2,6383,1000.0,187.0,360.0,1.0,0,0,7383.0,3.868232868422465
597,LP002943,1,0,0.0,0,0,2987,0.0,88.0,360.0,0.0,1,0,2987.0,3.475235222604128
598,LP002945,1,2,0.0,0,2,9963,0.0,180.0,360.0,1.0,0,1,9963.0,3.9983901303180476
599,LP002948,1,2,2.0,0,0,5780,0.0,192.0,360.0,1.0,2,1,5780.0,3.761927838420529
600,LP002949,0,0,3.0,0,1,416,41667.0,350.0,180.0,1.0,2,0,42083.0,4.624106692101121
601,LP002950,1,2,0.0,1,1,2894,2792.0,155.0,360.0,1.0,0,1,5686.0,3.754806855354423
602,LP002953,1,2,3.0,0,0,5703,0.0,128.0,360.0,1.0,2,1,5703.0,3.7561033715851058
603,LP002958,1,0,0.0,0,0,3676,4301.0,172.0,360.0,1.0,0,1,7977.0,3.9018395920512297
604,LP002959,0,2,1.0,0,0,12000,0.0,496.0,360.0,1.0,1,1,12000.0,4.079181246047625
605,LP002960,1,2,0.0,1,0,2400,3800.0,128.0,180.0,1.0,2,0,6200.0,3.792391689498254
606,LP002961,1,2,1.0,0,0,3400,2500.0,173.0,360.0,1.0,1,1,5900.0,3.7708520116421442
607,LP002964,1,2,2.0,1,0,3987,1411.0,157.0,360.0,1.0,0,1,5398.0,3.732232880220498
608,LP002974,1,2,0.0,0,0,3232,1950.0,108.0,360.0,1.0,0,1,5182.0,3.714497408649806
609,LP002978,0,0,0.0,0,0,2900,0.0,71.0,360.0,1.0,0,1,2900.0,3.462397997898956
610,LP002979,1,2,3.0,0,0,4106,0.0,40.0,180.0,1.0,0,1,4106.0,3.613418945034573
611,LP002983,1,2,1.0,0,0,8072,240.0,253.0,360.0,1.0,2,1,8312.0,3.919705534549121
612,LP002984,1,2,2.0,0,0,7583,0.0,187.0,360.0,1.0,2,1,7583.0,3.8798410559865624
613,LP002990,0,0,0.0,0,2,4583,0.0,133.0,360.0,0.0,1,0,4583.0,3.6611498572447867
